listing_id,url,stage,error_type,error_message,timestamp,retry_count
321883811,https://www.bayut.eg/تفاصيل-503987030/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.154147+00:00,0
321261739,https://www.bayut.eg/تفاصيل-503600333/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.139088+00:00,0
321850582,https://www.bayut.eg/تفاصيل-503972604/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.090850+00:00,0
321850589,https://www.bayut.eg/تفاصيل-503972616/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.998691+00:00,0
321852978,https://www.bayut.eg/تفاصيل-503973137/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.898736+00:00,0
321883429,https://www.bayut.eg/تفاصيل-503986591/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.898736+00:00,0
314594230,https://www.bayut.eg/تفاصيل-502647085/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.880068+00:00,0
321861043,https://www.bayut.eg/تفاصيل-503974939/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.880068+00:00,0
321852757,https://www.bayut.eg/تفاصيل-503972952/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.816959+00:00,0
309852489,https://www.bayut.eg/تفاصيل-502453170/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.668723+00:00,0
321877213,https://www.bayut.eg/تفاصيل-503983536/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.667590+00:00,0
321860492,https://www.bayut.eg/تفاصيل-503974293/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.663571+00:00,0
321870906,https://www.bayut.eg/تفاصيل-503978466/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.631378+00:00,0
321818103,https://www.bayut.eg/تفاصيل-208714085/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.594475+00:00,0
321856559,https://www.bayut.eg/تفاصيل-503973978/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.412467+00:00,0
321530816,https://www.bayut.eg/تفاصيل-503849735/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.388437+00:00,0
321581634,https://www.bayut.eg/تفاصيل-503878616/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.368263+00:00,0
321859444,https://www.bayut.eg/تفاصيل-503974181/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.368263+00:00,0
320890587,https://www.bayut.eg/تفاصيل-204249243/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.338012+00:00,0
321284712,https://www.bayut.eg/تفاصيل-503623205/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.147315+00:00,0
321859440,https://www.bayut.eg/تفاصيل-503974177/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.133290+00:00,0
321309163,https://www.bayut.eg/تفاصيل-503648644/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.133290+00:00,0
321860471,https://www.bayut.eg/تفاصيل-503974308/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.098138+00:00,0
321860526,https://www.bayut.eg/تفاصيل-503974376/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:34.090347+00:00,0
